,opta_id,injury_start_date,sport,team,gsis_id,depth_chart_order,sportradar_id,active,oddsjam_id,fantasy_data_id,last_name,yahoo_id,injury_body_part,pandascore_id,team_abbr,first_name,years_exp,birth_date,search_last_name,metadata,college,status,swish_id,search_full_name,news_updated,practice_participation,birth_city,injury_notes,espn_id,rotowire_id,competitions,stats_id,team_changed_at,practice_description,depth_chart_position,injury_status,number,search_rank,player_id,birth_state,position,age,weight,full_name,search_first_name,fantasy_positions,birth_country,hashtag,rotoworld_id,high_school,height
5062,,,nfl,,00-0034785,,53d25371-e3ce-4030-8d0a-82def5cdc600,True,04C431F094BC,19898.0,Cole,31067.0,,,,Mason,6.0,1996-03-28,cole,"{'channel_id': '1116853051936735232', 'rookie_year': '2018'}",Michigan,Active,822563.0,masoncole,1708725049404.0,,,,3115972.0,12795.0,[],,,,,,61.0,9999999.0,5062,,OL,27.0,298,Mason Cole,mason,['OL'],,#masoncole-NFL-FA-61,,East Lake (FL),77
6285,,,nfl,, 00-0035293,,c3ff85db-bad4-444c-9123-812c933c8227,True,,21127.0,Crawford,32027.0,,,,Xavier,4.0,1995-12-10,crawford,{'channel_id': '1116853226260398080'},Central Michigan,Active,865794.0,xaviercrawford,1695348035399.0,,,,3860287.0,13430.0,[],,,,,,37.0,9999999.0,6285,,DB,27.0,185,Xavier Crawford,xavier,['DB'],,#xaviercrawford-NFL-FA-37,,Pittsburg (CA),71
5751,,,nfl,,00-0034784,,184a2ef6-ddec-41e4-8fc1-87ac713e8831,True,,20660.0,Roberts,31747.0,,,,Austin,4.0,1995-12-03,roberts,{'channel_id': '1116853157318623232'},UCLA,Active,,austinroberts,1557447911603.0,,,,3134314.0,12583.0,[],840790.0,,,,,42.0,9999999.0,5751,,TE,26.0,230,Austin Roberts,austin,['TE'],,#austinroberts-NFL-FA-42,,Carmel,74
7009,,,nfl,ARI,,8.0,9a2cd41e-a6e8-42d6-aad4-65c42939d733,True,0123C3FAE231,21725.0,Jackson,33253.0,,,,Trishton,5.0,1998-03-09,jackson,"{'channel_id': '1113708711060205568', 'rookie_year': '2020'}",Syracuse,Active,943189.0,trishtonjackson,1737066617918.0,,,,4046715.0,14402.0,[],,,,SWR,,8.0,500.0,7009,,WR,26.0,191,Trishton Jackson,trishton,['WR'],,#trishtonjackson-NFL-ARI-8,,West Bloomfield (MI),73
10928,,,nfl,DET,,4.0,c0c6761c-081c-426a-b186-26ff20791e70,True,E8D23852E8EF,,Martin,,,,,Brodric,2.0,1999-05-24,martin,"{'channel_id': '1113708814521102336', 'rookie_year': '2023'}",Western Kentucky,Active,1121725.0,brodricmartin,1732130714299.0,,,,,17156.0,[],,,,LDT,,96.0,9999999.0,10928,,DT,25.0,322,Brodric Martin,brodric,['DL'],,#brodricmartin-NFL-DET-96,,Northridge (AL),77
4409,,,nfl,,00-0033332,,25aca9c3-55fb-4113-9367-f0877d6f5490,True,,19269.0,Price,30441.0,,,,Josiah,5.0,1993-07-19,price,{'channel_id': '1116852962719694848'},Michigan State,Active,,josiahprice,1552510855731.0,,,,2979554.0,12975.0,[],696179.0,,,,,0.0,9999999.0,4409,,TE,28.0,248,Josiah Price,josiah,['TE'],,#josiahprice-NFL-FA-0,,Eastern (IN),76
6914,,,nfl,,,,,False,,21877.0,Hill,,,,,Trevon,0.0,,hill,,Miami,Inactive,,trevonhill,,,,,,,[],,,,,NA,,9999999.0,6914,,DL,,238,Trevon Hill,trevon,['DL'],,#trevonhill-NFL-FA,,,"6'3"""
3686,,,nfl,,,,,False,,18486.0,Sommers,29921.0,,,,Joe,0.0,1993-03-03,sommers,,Wisconsin-Oshkosh,Inactive,,joesommers,,,,,3150065.0,11357.0,[],,,,,,40.0,9999999.0,3686,,TE,25.0,240,Joe Sommers,joe,['TE'],,#joesommers-NFL-FA-40,,,"6'3"""
117,,,nfl,,,,83a4271e-b7bb-4269-86d6-efe2892a5a7e,False,,3242.0,Mathis,6375.0,,,,Rashean,17.0,1980-08-27,mathis,,Bethune-Cookman,Inactive,,rasheanmathis,,,,,4497.0,3060.0,[],,,,,,31.0,9999999.0,117,,CB,40.0,195,Rashean Mathis,rashean,['DB'],,#rasheanmathis-NFL-FA-31,1420.0,Englewood (FL),"6'1"""
7222,,,nfl,DET,,4.0,e6d6138f-1081-457b-9d89-dc9cd0ab9598,True,779B42980454,22224.0,Adams,33131.0,,,,Myles,5.0,1998-03-09,adams,"{'channel_id': '1113708725975150592', 'rookie_year': '2020'}",Rice,Active,921037.0,mylesadams,1732666253944.0,,,,4039164.0,14965.0,[],,,,RDE,,66.0,9999999.0,7222,,DT,26.0,290,Myles Adams,myles,['DL'],,#mylesadams-NFL-DET-66,,Mansfield Summit (TX),74
6364,,,nfl,, 00-0035376,,f361ad80-a984-415a-a7af-12c231004b2d,True,,21255.0,White,32103.0,,,,Papi,3.0,1996-07-19,white,{'channel_id': '1116853238704898048'},Ohio,Active,,papiwhite,1602033936172.0,,,,3126080.0,14006.0,[],837579.0,,,,,80.0,9999999.0,6364,,WR,25.0,168,Papi White,papi,['WR'],,#papiwhite-NFL-FA-80,,Seminole,69
11719,,,nfl,DAL,,,1a66dfaa-0add-4c2c-a3b4-02c1ab5f56ee,True,052BC3943232,,Beebe,,,,,Cooper,1.0,2001-05-19,beebe,"{'channel_id': '1113708851095433216', 'rookie_year': '2024'}",Kansas State,Active,1173396.0,cooperbeebe,1734740135767.0,,,,,17781.0,[],,,,OL,,56.0,9999999.0,11719,,OL,23.0,335,Cooper Beebe,cooper,['OL'],,#cooperbeebe-NFL-DAL-56,,Piper (KS),76
8374,,,nfl,SEA,,1.0,d31bfd09-b348-4b2b-ae39-7307f2c12ef8,True,14C27BC9E759,,Woolen,,,,,Riq,3.0,1999-05-02,woolen,"{'channel_id': '1113708725295673344', 'rookie_year': '2022'}",UTSA,Active,1063262.0,riqwoolen,1736126140933.0,,,,,15906.0,[],,,,RCB,,27.0,413.0,8374,,DB,25.0,210,Riq Woolen,riq,['DB'],,#riqwoolen-NFL-SEA-27,,Arlington Heights (TX),76
760,,,nfl,,,,3c57a63e-cdce-48ab-9dfc-66c6e809697c,False,,12491.0,Anderson,9596.0,,,,Colt,11.0,1985-10-25,anderson,,Montana,Inactive,,coltanderson,1581368753612.0,,,,12757.0,7206.0,[],293066.0,,,,,33.0,9999999.0,760,,FS,34.0,195,Colt Anderson,colt,['DB'],,#coltanderson-NFL-FA-33,,Butte (MT),"5'10"""
7742,,,nfl,MIA,,,7e666f6d-b92d-44b8-af06-8fec36a3b834,True,88E968845C5E,,Smith,,,,,Kion,4.0,1998-10-07,smith,"{'channel_id': '1113708738209935360', 'rookie_year': '2021'}",Fayetteville State,Active,1284008.0,kionsmith,1723326632274.0,,,,,15760.0,[],,,,OL,,71.0,9999999.0,7742,,T,26.0,300,Kion Smith,kion,"['OL', 'OT']",,#kionsmith-NFL-MIA-71,,Lumberton (NC),77
4356,,,nfl,,,,28882b33-fbb8-4015-a76f-c4b55e9cb67d,True,,19213.0,Boulware,30378.0,,,,Ben,5.0,1994-08-07,boulware,{'channel_id': '1116852955497103360'},Clemson,Active,,benboulware,,,,,3045122.0,11960.0,[],733739.0,,,,,50.0,9999999.0,4356,,ILB,27.0,235,Ben Boulware,ben,['LB'],,#benboulware-NFL-FA-50,,T.L. Hanna (SC),72
5581,,,nfl,,00-0034303,,8bcda483-4714-4caf-bd21-4e64884a1ab3,False,,20579.0,Wint,31504.0,,,,Anthony,4.0,1995-09-14,wint,,Florida International,Inactive,,anthonywint,1554754507235.0,,,,3128853.0,13160.0,[],839219.0,,,,,52.0,9999999.0,5581,,ILB,26.0,224,Anthony Wint,anthony,['LB'],,#anthonywint-NFL-FA-52,,Homestead,72
4113,,,nfl,BUF,00-0033907,3.0,887dc7b2-fb32-4126-be14-509b40424d34,True,5571B379B489,18959.0,Smoot,30181.0,,,,Dawuane,8.0,1995-03-02,smoot,"{'channel_id': '1113708757013000192', 'rookie_year': '2017'}",Illinois,Active,740377.0,dawuanesmoot,1738715136943.0,,,,3042476.0,11942.0,[],,,,LDE,,94.0,9999999.0,4113,,DE,29.0,264,Dawuane Smoot,dawuane,['DL'],,#dawuanesmoot-NFL-BUF-94,,Groveport Madison (OH),75
3622,,,nfl,,00-0032488,,dd2a688f-343d-4ea7-9508-4640cdbc1b1e,False,,18409.0,Frazier,29618.0,,,,Mose,6.0,1993-08-30,frazier,,Memphis,Inactive,,mosefrazier,1560380748838.0,,,,2977874.0,11387.0,[],615295.0,,,,,14.0,9999999.0,3622,,WR,28.0,190,Mose Frazier,mose,['WR'],,#mosefrazier-NFL-FA-14,,Whitehaven (TN),71
3601,,,nfl,,00-0032827,,1e4470b2-2710-4c23-b1ee-5dccd31352a9,False,,18386.0,Wester,29594.0,,,,Leonard,6.0,1993-01-03,wester,,Missouri Western,Inactive,,leonardwester,1574127644802.0,,,,4002060.0,11416.0,[],,,,,,61.0,9999999.0,3601,,G,29.0,305,Leonard Wester,leonard,['OL'],,#leonardwester-NFL-FA-61,,Mt. Pleasant Community (IA),78
3282,,,nfl,,00-0032405,,e4250936-5b20-4f18-80cd-7a0b8fa7964a,True,,18043.0,Beavers,29355.0,,,,Willie,7.0,1993-10-02,beavers,{'channel_id': '1116852844448710656'},Western Michigan,Active,610067.0,williebeavers,1666139446587.0,,,,2587711.0,10904.0,[],,,,,,66.0,9999999.0,3282,,OL,29.0,322,Willie Beavers,willie,"['OG', 'OL']",,#williebeavers-NFL-FA-66,,Southfield-Lathrup (MI),77
6059,,,nfl,, 00-0035592,,030f3ecf-f32f-497d-96a8-8f28d44fc311,True,,20762.0,Fulgham,32016.0,,,,Travis,4.0,1995-09-13,fulgham,{'channel_id': '1116853196078186496'},Old Dominion,Active,839325.0,travisfulgham,1663872951482.0,,,,3139522.0,13735.0,[],839325.0,,,,,86.0,9999999.0,6059,,WR,27.0,211,Travis Fulgham,travis,['WR'],,#travisfulgham-NFL-FA-86,,Broad Run (VA),74
8555,,,nfl,,,,a2e77f40-c980-11ec-a1a0-57a82b503f37,True,,,Wiley,,,,,Chuck,2.0,1998-05-18,wiley,"{'channel_id': '1116853495576657920', 'years_exp_shift': '1'}",UTSA,Active,910401.0,chuckwiley,1691428831734.0,,,,,16445.0,[],,,,,,59.0,9999999.0,8555,,LB,25.0,251,Chuck Wiley,chuck,['LB'],,#chuckwiley-NFL-FA-59,,Stockbridge (GA0,74
7802,,,nfl,SF,,,e7e7dbae-02ea-4295-8e14-136c65fdd591,True,900FC5C54318,,Jackson,,,,,Tarron,4.0,1998-06-22,jackson,"{'channel_id': '1113708719016800256', 'rookie_year': '2021'}",Coastal Carolina,Active,951342.0,tarronjackson,1731009639769.0,,,,,15483.0,[],,,,LB,,78.0,9999999.0,7802,,DE,26.0,254,Tarron Jackson,tarron,['DL'],,#tarronjackson-NFL-SF-78,,Silver Bluff (SC),74
6245,,,nfl,,,,,False,,21176.0,Ferguson,,,,,Gaje,0.0,,ferguson,,,Inactive,,gajeferguson,,,,,3918025.0,,[],,,,,,0.0,9999999.0,6245,,S,,,Gaje Ferguson,gaje,['DB'],,#gajeferguson-NFL-FA-0,,,
3084,,,nfl,,,,,False,,17834.0,Ryan,,,,,Rex,0.0,,ryan,,,Inactive,,rexryan,,,,,,,[],,,,,,0.0,9999999.0,3084,,,,,Rex Ryan,rex,,,#rexryan-NFL-FA-0,8357.0,,
11062,,,nfl,TEN,,3.0,8f09cdb0-e6ef-11ed-abca-c7a3a205e21d,True,1D56644A97CA,,Gaye,,,,,Ali,2.0,1997-11-29,gaye,"{'channel_id': '1113708786599620608', 'rookie_year': '2023'}",LSU,Active,1049253.0,aligaye,,,,,,16786.0,[],,,,ROLB,,99.0,9999999.0,11062,,DE,27.0,265,Ali Gaye,ali,['DL'],,#aligaye-NFL-TEN-99,,Edmonds-Woodway (WA),78
11023,,,nfl,DEN,,,7df846c7-fef7-4ad8-83af-f9047d8e57e6,True,7A5BB55E3628,,Forsyth,,,,,Alex,2.0,1999-02-13,forsyth,"{'channel_id': '1113708826172878848', 'rookie_year': '2023'}",Oregon,Active,1060280.0,alexforsyth,1682810124192.0,,,,,17187.0,[],,,,OL,,54.0,9999999.0,11023,,OL,26.0,312,Alex Forsyth,alex,['OL'],,#alexforsyth-NFL-DEN-54,,West Linn (OR),76
5017,,,nfl,ATL, 00-0034675,1.0,89c84a59-18ad-4aeb-8879-d4ba7dd1491e,True,89A30D73E1DF,19873.0,Bates,31024.0,,,,Jessie,7.0,1997-02-26,bates,"{'channel_id': '1113708861526667264', 'rookie_year': '2018'}",Wake Forest,Active,884318.0,jessiebates,1737234043345.0,,,,3919512.0,12564.0,[],,,,FS,,3.0,143.0,5017,,DB,27.0,210,Jessie Bates,jessie,['DB'],,#jessiebates-NFL-ATL-3,,Snider (IN),73
2972,,,nfl,,,,baad5ab5-f238-4351-b477-62b814143c08,False,,17467.0,Miller,,,,,Darrian,5.0,1993-04-08,miller,,Kentucky,Inactive,,darrianmiller,,,,,2576699.0,10288.0,[],,,,,,64.0,9999999.0,2972,,T,27.0,307,Darrian Miller,darrian,['OL'],,#darrianmiller-NFL-FA-64,,Bryan Station,"6'5"""
5582,,,nfl,,00-0034312,,16912b78-47fa-4742-ac95-60df2585a00e,True,,20583.0,Taylor,31511.0,,,,Brett,4.0,1994-08-08,taylor,{'channel_id': '1116853126507266048'},Western Illinois,Active,,bretttaylor,1535838931569.0,,,,3049262.0,13173.0,[],,,,,,45.0,9999999.0,5582,,LB,27.0,230,Brett Taylor,brett,['LB'],,#bretttaylor-NFL-FA-45,,Macomb,74
1805,,,nfl,BAL,00-0030648,,08e9f65e-cf4c-4af5-939f-a93d1cf34b2e,True,,15980.0,Villanueva,27528.0,,,,Alejandro,8.0,1988-09-22,villanueva,"{'channel_id': '1116852760185143296', 'injury_override_regular_2020_5': 'Active'}",Army,Active,341355.0,alejandrovillanueva,1646868930261.0,,,,16706.0,9762.0,[],,,,,,78.0,9999999.0,1805,,OT,33.0,277,Alejandro Villanueva,alejandro,"['OL', 'OT']",,#alejandrovillanueva-NFL-BAL-78,9542.0,SHAPE High School (BEL),81
1484,,,nfl,,,,8fe38ace-76c6-41c2-9704-c61b318de923,False,,15081.0,Williams,26802.0,,,,Tourek,7.0,1991-05-09,williams,,Florida International,Inactive,,tourekwilliams,,,,,16000.0,8971.0,[],514227.0,,,,,58.0,9999999.0,1484,,LB,29.0,262,Tourek Williams,tourek,['LB'],,#tourekwilliams-NFL-FA-58,,Norland (FL),"6'4"""
1870,,,nfl,,00-0030694,,e381248e-ea78-433c-a9cb-7043e9f3335e,True,63E78348A2E8,16086.0,Hurst,27980.0,,,,James,10.0,1991-12-17,hurst,"{'channel_id': '1116852765885202432', 'rookie_year': '2014'}",North Carolina,Active,541489.0,jameshurst,1713990310582.0,,,,17178.0,9424.0,[],,,,,,74.0,9999999.0,1870,,OL,32.0,310,James Hurst,james,"['OG', 'OL', 'OT']",,#jameshurst-NFL-FA-74,9744.0,Plainfield (IN),77
5522,,,nfl,,00-0034482,,3c593d8f-daf8-4902-89ab-d59699482809,True,,20455.0,Obasuyi,31315.0,,,,Owen,4.0,1996-05-07,obasuyi,{'channel_id': '1116853116038283264'},Hampton,Active,,owenobasuyi,,,,,3139339.0,13215.0,[],,,,,,97.0,9999999.0,5522,,DE,25.0,308,Owen Obasuyi,owen,['DL'],,#owenobasuyi-NFL-FA-97,,Landstown,76
5365,,,nfl,,00-0034334,,d187953e-102f-4f78-b840-79fb385fa15a,True,504842A4F675,19955.0,Apke,31079.0,,,,Troy,5.0,1995-04-11,apke,"{'channel_id': '1116853091358998528', 'rookie_year': '2018'}",Penn State,Inactive,836134.0,troyapke,1700528455259.0,,,,3116152.0,12914.0,[],,,,,,30.0,9999999.0,5365,,DB,28.0,205,Troy Apke,troy,['DB'],,#troyapke-NFL-FA-30,,Mount Lebanon (PA),73
941,,,nfl,,,,3467ae3e-4ddf-450d-8f36-b741ea3a2564,False,,13270.0,Ponder,24799.0,,,,Christian,9.0,1988-02-25,ponder,,Florida State,Inactive,,christianponder,,,,,13966.0,7347.0,[],323467.0,,,,,15.0,9999999.0,941,,QB,32.0,229,Christian Ponder,christian,['QB'],,#christianponder-NFL-FA-15,6433.0,Colleyville Heritage (TX),"6'2"""
1935,,,nfl,,,,7e655b10-5853-479c-a6de-927c4323d186,False,,16175.0,Mettenberger,27706.0,,,,Zach,6.0,1991-07-16,mettenberger,,Louisiana State,Inactive,,zachmettenberger,,,,,16814.0,9217.0,[],495747.0,,,,,18.0,9999999.0,1935,,QB,29.0,224,Zach Mettenberger,zach,['QB'],,#zachmettenberger-NFL-FA-18,9379.0,Oconee County (GA),"6'5"""
4452,,,nfl,,00-0033450,,cbfc2a87-0ecf-4e5e-8d2d-2d171308f377,False,,19315.0,Woodson,30638.0,,,,Xavier,5.0,1995-08-06,woodson,,Arkansas State,Inactive,,xavierwoodson,1570495556516.0,,,,3042370.0,12423.0,[],736808.0,,,,,56.0,9999999.0,4452,,OLB,26.0,219,Xavier Woodson,xavier,['LB'],,#xavierwoodson-NFL-FA-56,,Eufaula (AL),73
1830,,,nfl,,00-0030871,,7d94e607-7908-4e25-ae36-b1f2707c06c4,False,,16026.0,Smith,28109.0,,,,Garrison,8.0,1991-10-09,smith,,Georgia,Inactive,,garrisonsmith,1538525402607.0,,,,17253.0,10101.0,[],552994.0,,,,,0.0,9999999.0,1830,,DT,30.0,295,Garrison Smith,garrison,['DL'],,#garrisonsmith-NFL-FA-0,,Douglass (GA),73
7154,,,nfl,,,,abbfa41c-ccb6-4378-b75b-28ec7d54e277,True,,21873.0,Tuszka,32923.0,,,,Derrek,3.0,1997-08-17,tuszka,"{'channel_id': '1116853339343028224', 'injury_override_regular_2020_5': 'COV'}",North Dakota State,Active,888754.0,derrektuszka,1664318716611.0,,,,3930915.0,14731.0,[],,,,,,59.0,9999999.0,7154,,LB,25.0,246,Derrek Tuszka,derrek,"['DL', 'LB']",,#derrektuszka-NFL-FA-59,,Warner (SD),77
8828,,,nfl,,,,c12d47f0-d399-11ec-96a0-c3471a31202c,True,,,Young,,,,,Michael,2.0,1999-02-11,young,"{'channel_id': '1116853536148160512', 'years_exp_shift': '1'}",Cincinnati,Active,1066802.0,michaelyoung,1668554755317.0,,,,,16486.0,[],,,,,,0.0,562.0,8828,,WR,23.0,190,Michael Young,michael,['WR'],,#michaelyoung-NFL-FA-0,,Destrehan (LA),70
6657,,,nfl,NYJ, 00-0035600,,594c3651-1a2f-453e-a39d-2c84a377f2b5,True,,21584.0,Akinmoladun,32601.0,,,,Freedom,3.0,1996-02-11,akinmoladun,{'channel_id': '1116853287681785856'},Nebraska,Active,821227.0,freedomakinmoladun,1609790744660.0,,,,3116082.0,14294.0,[],,,,,,61.0,9999999.0,6657,,DE,25.0,286,Freedom Akinmoladun,freedom,['DL'],,#freedomakinmoladun-NFL-NYJ-61,,Grandview (MO),75
2230,,,nfl,,00-0031389,,99d9eebd-808f-4573-b39b-b9fef4ce5e98,True,,16625.0,Joyner,27569.0,,,,Lamarcus,9.0,1990-11-27,joyner,{'channel_id': '1116852787813023744'},Florida State,Inactive,553290.0,lamarcusjoyner,1673135443968.0,,,,16769.0,9327.0,[],,,,,,29.0,9999999.0,2230,,DB,32.0,185,Lamarcus Joyner,lamarcus,['DB'],,#lamarcusjoyner-NFL-FA-29,9635.0,St. Thomas Aquinas (FL),68
4058,,,nfl,NYJ,00-0033870,2.0,74473bcc-5bdb-4650-8549-8a8a12874cbf,True,131831B8F1A4,18904.0,Thomas,30116.0,,,,Solomon,8.0,1995-12-20,thomas,"{'channel_id': '1113708743582838784', 'rookie_year': '2017'}",Stanford,Active,830525.0,solomonthomas,1736806842891.0,,,,3117258.0,11945.0,[],,,,LDT,,94.0,9999999.0,4058,,DT,29.0,295,Solomon Thomas,solomon,['DL'],,#solomonthomas-NFL-NYJ-94,12227.0,Coppell (TX),75
5542,,,nfl,,00-0034181,,d6fffab3-1d96-416b-8f9f-fbdff691f33d,True,,20287.0,Hughes,31434.0,,,,Naashon,4.0,1995-07-15,hughes,{'channel_id': '1116853119389532160'},Texas,Active,,naashonhughes,,,,,3046694.0,13112.0,[],,,,,,46.0,9999999.0,5542,,ILB,26.0,250,Naashon Hughes,naashon,['LB'],,#naashonhughes-NFL-FA-46,,Harker Heights,76
1299,,,nfl,,,,d90415e0-9846-4c6e-99d5-4291dda7905f,False,,14768.0,Miller,25125.0,,,,Kyle,9.0,1988-04-18,miller,,Mount Union,Inactive,,kylemiller,,,,,14289.0,,[],580896.0,,,,,86.0,9999999.0,1299,,TE,32.0,262,Kyle Miller,kyle,['TE'],,#kylemiller-NFL-FA-86,,Elida (OH),"6'5"""
6916,,,nfl,,,,c1bbdfa3-5171-4018-a812-1dddacb3b421,True,,22069.0,Samuels,33231.0,,,,Stanford,2.0,1999-02-23,samuels,{'channel_id': '1116853314856681472'},Florida State,Active,976253.0,stanfordsamuels,,,,,4240024.0,14405.0,[],,,,,,49.0,9999999.0,6916,,CB,23.0,187,Stanford Samuels,stanford,['DB'],,#stanfordsamuels-NFL-FA-49,,Flanagan (FL),73
7176,,,nfl,,,,bdffba96-cafa-40e2-91e8-bf2fe231669f,True,,22178.0,Repp,33065.0,,,,Caleb,2.0,1997-03-06,repp,{'channel_id': '1116853343939985408'},Utah State,Active,,calebrepp,1596396917521.0,,,,,14978.0,[],,,,,,0.0,9999999.0,7176,,TE,24.0,225,Caleb Repp,caleb,['TE'],,#calebrepp-NFL-FA-0,,Los Osos (CA),77
8727,,,nfl,,,,a11b71b0-cfea-11ec-8762-8dfa2bbad12c,True,,,Shanahan,,,,,Liam,0.0,,shanahan,{'channel_id': '1116853521325490176'},LSU,Active,919065.0,liamshanahan,1654805653217.0,,,,,16254.0,[],,,,,,0.0,9999999.0,8727,,OL,,300,Liam Shanahan,liam,['OL'],,#liamshanahan-NFL-FA-0,,Marlborough (MA),77
11091,,,nfl,,,,a81cc960-e767-11ed-a026-fba3bba2ad49,True,,,Nyamwaya,,,,,James,1.0,1998-08-25,nyamwaya,{'channel_id': '1116852650680254464'},Merrimack,Active,1393443.0,jamesnyamwaya,,,,,,17449.0,[],,,,,,66.0,9999999.0,11091,,DE,25.0,305,James Nyamwaya,james,['DL'],,#jamesnyamwaya-NFL-FA-66,,Bridgton Academy (ME),77
7805,,,nfl,PIT,,,8a6825e8-2657-487b-ac69-620a89d7a0cd,True,4272FBD42E31,,Bledsoe,,,,,Joshuah,4.0,1998-12-30,bledsoe,"{'channel_id': '1113708793000128512', 'rookie_year': '2021'}",Missouri,Active,1057624.0,joshuahbledsoe,1665031848377.0,,,,,15471.0,[],,,,DB,,24.0,691.0,7805,,DB,26.0,201,Joshuah Bledsoe,joshuah,['DB'],,#joshuahbledsoe-NFL-PIT-24,,Dekaney (TX),71
7658,,,nfl,,,,3efde273-cfbe-4485-9ef1-d40ea147f99f,True,EE4499C1AB55,,Joseph,,,,,Kelvin,3.0,1999-11-11,joseph,"{'channel_id': '1113708748624392192', 'rookie_year': '2021'}",Kentucky,Active,1109992.0,kelvinjoseph,1730228757780.0,,,,,15557.0,[],,,,,,21.0,9999999.0,7658,,CB,25.0,195,Kelvin Joseph,kelvin,['DB'],,#kelvinjoseph-NFL-FA-21,,Scotlandville Magnet (LA),73
11817,,,nfl,LAR,,,79fae1a5-11ce-4756-9fe3-c642b6a6337b,True,AC3AAAD6CAB1,,Leveston,,,,,KT,1.0,1999-10-28,leveston,"{'channel_id': '1113708703887945728', 'rookie_year': '2024'}",Kansas State,Active,1129515.0,ktleveston,1733970334717.0,,,,,18022.0,[],,,,OL,,66.0,9999999.0,11817,,OL,25.0,337,KT Leveston,kt,['OL'],,#ktleveston-NFL-LAR-66,,Midway (TX),76
83,,,nfl,,00-0026289,,c1ffd69d-92d7-4e12-8fd3-db9977d6dcf4,False,,2262.0,Hightower,8926.0,,,,Tim,12.0,1986-05-23,hightower,,Richmond,Inactive,,timhightower,1528822201316.0,,,,11383.0,5785.0,[],262666.0,,,,,22.0,9999999.0,83,,RB,34.0,220,Tim Hightower,tim,['RB'],,#timhightower-NFL-FA-22,4901.0,Episcopal (VA),"6'0"""
5339,,,nfl,,00-0034434,,be1314f9-5b2a-495d-be64-579158fd29eb,False,,20054.0,Norton,31212.0,,,,Kendrick,4.0,1997-06-07,norton,,Miami,Inactive,,kendricknorton,1584576025628.0,,,,3917847.0,12588.0,[],880134.0,,,,,75.0,9999999.0,5339,,NT,24.0,312,Kendrick Norton,kendrick,['DL'],,#kendricknorton-NFL-FA-75,13339.0,Trinity Christian,75
7877,,,nfl,,,,9ed520e7-a3d6-4e80-9815-a145631d20fd,True,F9BC686A0927,,Rashed,,,,,Hamilcar,3.0,1998-01-02,rashed,"{'channel_id': '1116853427658293248', 'rookie_year': '2021'}",Oregon State,Active,923460.0,hamilcarrashed,1704146129258.0,,,,,15327.0,[],,,,,,92.0,9999999.0,7877,,DE,26.0,251,Hamilcar Rashed,hamilcar,"['DL', 'LB']",,#hamilcarrashed-NFL-FA-92,,Chandler (AZ),74
11774,,,nfl,PHI,,,51e0ab4b-c18b-4fef-99cb-07faba2f9cb1,True,37B88FCE4FDD,,Keegan,,,,,Trevor,1.0,2000-08-30,keegan,"{'channel_id': '1113708715371950080', 'rookie_year': '2024'}",Michigan,Active,1181673.0,trevorkeegan,1736982017746.0,,,,,17835.0,[],,,,OL,,79.0,9999999.0,11774,,OL,24.0,306,Trevor Keegan,trevor,['OL'],,#trevorkeegan-NFL-PHI-79,,Crystal Lake South (IL),77
2301,,,nfl,,,,d3b04244-e0c8-4859-9a1f-1f2564a2e948,False,,16753.0,Louis-Jean,28286.0,,,,Al,2.0,1993-10-13,louisjean,,Boston College,Inactive,,allouisjean,,,,,17470.0,9865.0,[],,,,,,9.0,9999999.0,2301,,CB,24.0,195,Al Louis-Jean,al,['DB'],,#allouisjean-NFL-FA-9,,,"6'2"""
4552,,,nfl,,00-0033635,,983aee62-70d8-4d39-a857-da6fee82bef1,True,,19433.0,Irving,30722.0,,,,Isaiah,5.0,1994-06-09,irving,"{'channel_id': '1116852985910001664', 'injury_override_regular_2020_5': 'COV'}",San Jose State,Inactive,,isaiahirving,1603840555209.0,,,,3043197.0,12445.0,[],,,,,,54.0,1261.0,4552,,LB,27.0,254,Isaiah Irving,isaiah,['LB'],,#isaiahirving-NFL-FA-54,,Cypress Creek (TX),75
11233,,,nfl,SEA,,,2be7e030-ea16-11ed-8d34-41182339b277,True,555AF03162F4,,Okada,,,,,Ty,2.0,1999-06-04,okada,"{'channel_id': '1113708721000706048', 'rookie_year': '2023'}",Montana State,Active,1056399.0,tyokada,,,,,,17352.0,[],,,,DB,,39.0,9999999.0,11233,,DB,25.0,193,Ty Okada,ty,['DB'],,#tyokada-NFL-SEA-39,,East Ridge (MN),71
2206,,,nfl,,,,e4160991-9923-4744-a87f-bd2ba6736e72,False,,16579.0,Kilgore,,,,,Logan,0.0,1990-05-24,kilgore,,Middle Tennessee State,Inactive,,logankilgore,,,,,,,[],,,,,,5.0,9999999.0,2206,,QB,27.0,195,Logan Kilgore,logan,['QB'],,#logankilgore-NFL-FA-5,,,"6'2"""
500,,,nfl,,,,5fc8485a-e32a-451b-a16f-5d6a655b7e14,False,,10145.0,Cundiff,,,,,Billy,18.0,1980-03-30,cundiff,,Drake,Inactive,,billycundiff,,,,,4245.0,,[],,,,,,8.0,9999999.0,500,,K,40.0,212,Billy Cundiff,billy,['K'],,#billycundiff-NFL-FA-8,,Harlan Community (IA),"6'1"""
